subject,course_code,type,course_title,weekdays,time,instructors,location
CGMG,210,Lecture,Fundamentals of Project Management.,F,08:05 am-05:25 pm,TBA,TBA
CGMG,210,Lecture,Fundamentals of Project Management.,S,08:05 am-05:25 pm,TBA,TBA
CGMG,210,Lecture,Fundamentals of Project Management.,F,08:05 am-05:25 pm,TBA,TBA
CGMG,210,Lecture,Fundamentals of Project Management.,M,06:05 pm-08:55 pm,Alexander Nizov,TBA
CGMG,210,Lecture,Fundamentals of Project Management.,W,06:05 pm-08:55 pm,Alexander Nizov,TBA
CGMG,210,Lecture,Fundamentals of Project Management.,F,08:00 am-05:30 pm,"Andrew Chasse , Linda Corbeil",SH688 1041
CGMG,210,Lecture,Fundamentals of Project Management.,S,08:00 am-05:30 pm,"Andrew Chasse , Linda Corbeil",SH688 1041
CGMG,210,Lecture,Fundamentals of Project Management.,F,08:00 am-05:30 pm,"Andrew Chasse , Linda Corbeil",SH688 1041
CGMG,210,Lecture,Fundamentals of Project Management.,S,08:00 am-05:30 pm,"Andrew Chasse , Linda Corbeil",SH688 1041
CGMG,210,Lecture,Fundamentals of Project Management.,F,08:00 am-05:30 pm,"Andrew Chasse , Linda Corbeil",SH688 1041
CGMG,282,Lecture,Introduction to Business.,S,09:05 am-11:55 am,Bruno Delorme,SH688 1047
CHEE,204,Lecture,Chemical Engineering Principles 2.,MW,08:05 am-09:25 am,Jan Kopyscinski,WONG 1020
CHEE,204,Tutorial,Chemical Engineering Principles 2.,M,03:35 pm-05:25 pm,Jan Kopyscinski,ARTS W-120
CHEE,204,Tutorial,Chemical Engineering Principles 2.,W,03:35 pm-05:25 pm,Jan Kopyscinski,ARTS W-120
CHEE,220,Lecture,Chemical Engineering Thermodynamics.,TR,01:05 pm-02:25 pm,Pierre-Luc Girard-Lauriault,WONG 1020
CHEE,220,Tutorial,Chemical Engineering Thermodynamics.,W,02:35 pm-03:25 pm,Pierre-Luc Girard-Lauriault,WONG 1020
CHEE,220,Tutorial,Chemical Engineering Thermodynamics.,W,02:35 pm-03:25 pm,Pierre-Luc Girard-Lauriault,WONG 1020
CHEE,310,Lecture,Physical Chemistry for Engineers.,TR,08:35 am-09:55 am,Sasha Omanovic,WONG 1020
CHEE,315,Lecture,Heat and Mass Transfer.,TR,11:35 am-12:55 pm,Phillip Servio,WONG 1020
CHEE,315,Tutorial,Heat and Mass Transfer.,F,01:35 pm-02:25 pm,TBA,ARTS W-120
CHEE,315,Tutorial,Heat and Mass Transfer.,R,01:35 pm-02:25 pm,TBA,ARTS W-120
CHEE,351,Lecture,Separation Processes.,TR,10:05 am-11:25 am,Ali Seifitokaldani,ARTS W-215
CHEE,351,Tutorial,Separation Processes.,W,03:35 pm-04:25 pm,Ali Seifitokaldani,WONG 1020
CHEE,351,Tutorial,Separation Processes.,W,03:35 pm-04:25 pm,Ali Seifitokaldani,WONG 1020
CHEE,401,Lecture,Energy Systems Engineering.,M,08:35 am-09:55 am,Adam James Francis McElligott,ENGTR 1090
CHEE,401,Lecture,Energy Systems Engineering.,W,08:35 am-09:55 am,Adam James Francis McElligott,ENGMD 280
CHEE,401,Lecture,Energy Systems Engineering.,W,08:35 am-09:55 am,Adam James Francis McElligott,ENGTR 1090
CHEE,401,Tutorial,Energy Systems Engineering.,R,02:35 pm-03:25 pm,Adam James Francis McElligott,WONG 1020
CHEE,440,Lecture,Process Modelling.,TR,10:05 am-11:25 am,Alejandro D Rey,WONG 1020
CHEE,440,Tutorial,Process Modelling.,T,02:35 pm-03:25 pm,Alejandro D Rey,WONG 1020
CHEE,474,Lecture,Biochemical Engineering.,TR,01:05 pm-02:25 pm,Corinne Hoesli,ARTS 150
CHEE,474,Tutorial,Biochemical Engineering.,M,10:05 am-10:55 am,Corinne Hoesli,ARTS 150
CHEE,474,Tutorial,Biochemical Engineering.,W,10:05 am-10:55 am,Corinne Hoesli,ARTS 150
CHEE,484,Lecture,Materials Engineering.,WF,10:05 am-11:25 am,Anne-Marie Kietzig,ARTS 150
CHEE,484,Lecture,Materials Engineering.,WF,10:05 am-11:25 am,Anne-Marie Kietzig,ARTS 150
CHEE,484,Lecture,Materials Engineering.,R,10:05 am-11:25 am,Anne-Marie Kietzig,ARTS 150
CHEE,484,Tutorial,Materials Engineering.,M,02:35 pm-03:25 pm,TBA,WONG 1020
CHEE,484,Tutorial,Materials Engineering.,W,02:35 pm-03:25 pm,TBA,WONG 1020
CHEE,491,Lecture,Instrumentation and Measurement 2.,TR,01:05 pm-02:25 pm,"Rich Leask , Sylvain Coulombe",SADB 1/12
CHEE,491,Laboratory,Instrumentation and Measurement 2.,MTR,03:35 pm-04:25 pm,Rich Leask,WONG 1020
CHEE,491,Laboratory,Instrumentation and Measurement 2.,W,03:35 pm-04:25 pm,Rich Leask,WONG 1020
CHEE,521,Lecture,Nanomaterials and the Aquatic Environment.,MW,10:05 am-11:25 am,Nathalie Tufenkji,ENGTR 0070
CHEE,543,Lecture,Plasma Engineering.,MW,11:35 am-12:55 pm,Pierre-Luc Girard-Lauriault,ADAMS 211
CHEE,584,Lecture,Polymer Processing.,MW,11:35 am-12:55 pm,Milan Maric,LEA 210
CHEE,611,Lecture,Heat and Mass Transfer.,MW,01:05 pm-02:25 pm,Sylvain Coulombe,WONG 1050
CHEE,641,Lecture,Chemical Reaction Engineering.,MW,08:35 am-09:55 am,Reghan James Hill,ENGTR 2120
CHEE,662,Lecture,Computational Methods.,M,02:35 pm-05:25 pm,Alejandro D Rey,ENGTR 0060
CHEE,662,Lecture,Computational Methods.,M,02:35 pm-05:25 pm,Alejandro D Rey,BURN 719A
CHEE,662,Lecture,Computational Methods.,W,02:35 pm-05:25 pm,Alejandro D Rey,BURN 719A
CHEM,120,Lecture,General Chemistry 2.,MWF,10:35 am-11:25 am,"Pallavi Sirjoosingh , Sam Sewall",TBA
CHEM,120,Lecture,General Chemistry 2.,MWF,10:35 am-11:25 am,TBA,LEA 132
CHEM,120,Lecture,General Chemistry 2.,R,10:35 am-11:25 am,TBA,LEA 132
CHEM,120,Lecture,General Chemistry 2.,R,10:35 am-11:25 am,"Pallavi Sirjoosingh , Sam Sewall",TBA
CHEM,120,Lecture,General Chemistry 2.,TR,10:05 am-11:25 am,"Pallavi Sirjoosingh , Sam Sewall",STBIO S1/4
CHEM,120,Laboratory,General Chemistry 2.,T,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,F,11:35 am-01:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,R,11:35 am-01:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,W,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,W,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,R,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,R,11:35 am-01:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,F,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,R,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,W,11:35 am-01:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,W,11:35 am-01:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,M,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,120,Laboratory,General Chemistry 2.,W,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,122,Laboratory,General Chemistry Laboratory 2.,R,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,122,Laboratory,General Chemistry Laboratory 2.,F,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,122,Laboratory,General Chemistry Laboratory 2.,R,02:35 pm-04:55 pm,"Mitch John Huot , Jean-Marc Gauthier",MAASS 1
CHEM,181,Lecture,World of Chemistry: Food.,T,05:35 pm-08:25 pm,"David Noble Harpp , Joseph A Schwarcz",NOROOM NEEDED
CHEM,204,Lecture,Physical Chemistry/Biological Sciences 1.,TR,08:35 am-09:55 am,Rustam Khaliullin,MAASS 10
CHEM,211,Lecture,Organic Chemistry 1 Lectures.,TR,11:35 am-12:55 pm,"Laura Pavelka , Nathan Luedtke",MAASS 10
CHEM,212,Lecture,Introductory Organic Chemistry 1.,TR,11:35 am-12:55 pm,"Laura Pavelka , Nathan Luedtke",MAASS 10
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,W,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,W,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,T,02:35 pm-06:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,M,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,W,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,R,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,F,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,R,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,W,08:35 am-12:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,212,Laboratory,Introductory Organic Chemistry 1.,W,08:35 am-12:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 100
CHEM,214,Lecture,Physical Chemistry/Biological Sciences 2.,MWF,11:35 am-12:25 pm,"Sam Sewall , Linda G Reven",MAASS 10
CHEM,214,Lecture,Physical Chemistry/Biological Sciences 2.,R,11:35 am-12:25 pm,"Sam Sewall , Linda G Reven",MAASS 10
CHEM,219,Lecture,Introduction to Atmospheric Chemistry.,MWF,09:35 am-10:25 am,Thomas Colin Preston,ENGTR 1080
CHEM,219,Lecture,Introduction to Atmospheric Chemistry.,R,09:35 am-10:25 am,Thomas Colin Preston,ENGTR 1080
CHEM,222,Lecture,Introductory Organic Chemistry 2.,TR,10:05 am-11:25 am,Laura Pavelka,LEA 132
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,W,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,W,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,T,02:35 pm-06:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,M,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,W,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,R,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,F,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,R,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,W,08:35 am-12:35 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,222,Laboratory,Introductory Organic Chemistry 2.,W,08:35 am-12:35 pm,"Danielle Kristine Vlaho , Jean-Marc Gauthier",MAASS 128
CHEM,233,Lecture,Topics in Physical Chemistry.,TR,10:05 am-11:25 am,Theo Van de Ven,ARTS W-120
CHEM,234,Lecture,Topics in Organic Chemistry.,TR,10:05 am-11:25 am,Laura Pavelka,LEA 132
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,M,01:35 pm-05:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,W,01:35 pm-05:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,W,01:35 pm-05:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,F,01:35 pm-05:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,R,01:35 pm-05:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,W,08:35 am-12:25 pm,Danielle Kristine Vlaho,TBA
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,T,02:35 pm-06:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,244,Laboratory,Organic Chemistry Laboratory 2.,R,01:35 pm-05:25 pm,Danielle Kristine Vlaho,MAASS 128
CHEM,253,Laboratory,Introductory Physical Chemistry Laboratory.,M,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,253,Laboratory,Introductory Physical Chemistry Laboratory.,W,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,253,Laboratory,Introductory Physical Chemistry Laboratory.,T,02:35 pm-05:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,253,Laboratory,Introductory Physical Chemistry Laboratory.,W,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,253,Laboratory,Introductory Physical Chemistry Laboratory.,R,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Lecture,Introductory Physical Chemistry 2: Kinetics and Methods.,MWF,12:35 pm-01:25 pm,Eric Russell McCalla,SADB 1/12
CHEM,273,Lecture,Introductory Physical Chemistry 2: Kinetics and Methods.,R,12:35 pm-01:25 pm,Eric Russell McCalla,SADB 1/12
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,M,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,W,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,T,02:35 pm-05:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,W,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,W,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,R,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,F,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,273,Laboratory,Introductory Physical Chemistry 2: Kinetics and Methods.,R,01:35 pm-04:25 pm,Jean-Marc Gauthier,MAASS 100
CHEM,281,Lecture,Inorganic Chemistry 1.,MWF,09:35 am-10:25 am,Marc-Andre Légaré,MAASS 10
CHEM,281,Lecture,Inorganic Chemistry 1.,R,09:35 am-10:25 am,Marc-Andre Légaré,MAASS 10
CHEM,332,Lecture,Biological Chemistry.,WF,10:05 am-11:25 am,Karine Auclair,MAASS 328
CHEM,332,Lecture,Biological Chemistry.,WF,10:05 am-11:25 am,Karine Auclair,MAASS 328
CHEM,332,Lecture,Biological Chemistry.,R,10:05 am-11:25 am,Karine Auclair,MAASS 328
CHEM,334,Lecture,Advanced Materials.,TR,11:35 am-12:55 pm,Matthew James Harrington,ENGTR 2120
CHEM,355,Lecture,Applications of Quantum Chemistry.,MWF,08:35 am-09:25 am,Bradley John Siwick,MAASS 328
CHEM,355,Lecture,Applications of Quantum Chemistry.,R,08:35 am-09:25 am,Bradley John Siwick,MAASS 328
CHEM,355,Tutorial,Applications of Quantum Chemistry.,M,06:35 pm-07:25 pm,Bradley John Siwick,MAASS 328
CHEM,355,Tutorial,Applications of Quantum Chemistry.,W,06:35 pm-07:25 pm,Bradley John Siwick,MAASS 328
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,M,01:35 pm-05:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,W,01:35 pm-05:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,T,01:35 pm-05:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,W,01:35 pm-05:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,W,08:35 am-12:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,W,08:35 am-12:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,F,01:35 pm-05:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,362,Laboratory,Advanced Organic Chemistry Laboratory.,R,01:35 pm-05:25 pm,"Mitch John Huot , Danielle Kristine Vlaho",MAASS 121
CHEM,365,Lecture,Statistical Thermodynamics.,MTR,10:35 am-11:25 am,Yelena Simine,LEA 15
CHEM,365,Lecture,Statistical Thermodynamics.,W,10:35 am-11:25 am,Yelena Simine,LEA 15
CHEM,377,Lecture,Instrumental Analysis 2.,WF,12:35 pm-01:25 pm,Thomas Colin Preston,RPHYS 115
CHEM,377,Lecture,Instrumental Analysis 2.,WF,12:35 pm-01:25 pm,Thomas Colin Preston,RPHYS 115
CHEM,377,Lecture,Instrumental Analysis 2.,R,12:35 pm-01:25 pm,Thomas Colin Preston,RPHYS 115
CHEM,377,Laboratory,Instrumental Analysis 2.,W,01:35 pm-05:25 pm,"Sam Sewall , Pallavi Sirjoosingh",MAASS 125
CHEM,377,Laboratory,Instrumental Analysis 2.,W,01:35 pm-05:25 pm,"Sam Sewall , Pallavi Sirjoosingh",MAASS 125
CHEM,377,Laboratory,Instrumental Analysis 2.,R,01:35 pm-05:25 pm,"Sam Sewall , Pallavi Sirjoosingh",MAASS 125
CHEM,377,Laboratory,Instrumental Analysis 2.,M,01:35 pm-05:25 pm,"Sam Sewall , Pallavi Sirjoosingh",MAASS 125
CHEM,377,Laboratory,Instrumental Analysis 2.,W,01:35 pm-05:25 pm,"Sam Sewall , Pallavi Sirjoosingh",MAASS 125
CHEM,377,Laboratory,Instrumental Analysis 2.,T,01:35 pm-05:25 pm,"Sam Sewall , Pallavi Sirjoosingh",MAASS 125
CHEM,392,Laboratory,Experimental Chemistry 1.,T,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 100
CHEM,392,Laboratory,Experimental Chemistry 1.,W,08:35 am-12:25 pm,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 100
CHEM,392,Laboratory,Experimental Chemistry 1.,R,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 100
CHEM,392,Laboratory,Experimental Chemistry 1.,F,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 100
CHEM,392,Laboratory,Experimental Chemistry 1.,R,01:35 pm-05:25 pm,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 100
CHEM,392,Tutorial,Experimental Chemistry 1.,M,09:30 am-10:30 am,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 121
CHEM,392,Tutorial,Experimental Chemistry 1.,W,09:30 am-10:30 am,"Danielle Kristine Vlaho , Mitch John Huot",MAASS 121
CHEM,429,Lecture,"Chemistry of Energy, Storage and Utilization.",WF,10:05 am-11:25 am,Eric Russell McCalla,BURN 1205
CHEM,429,Lecture,"Chemistry of Energy, Storage and Utilization.",WF,10:05 am-11:25 am,Eric Russell McCalla,BURN 1205
CHEM,429,Lecture,"Chemistry of Energy, Storage and Utilization.",R,10:05 am-11:25 am,Eric Russell McCalla,BURN 1205
CHEM,462,Lecture,Green Chemistry.,MW,02:35 pm-03:55 pm,Chaojun Li,BURN 708
CHEM,482,Lecture,Organic Chemistry: Natural Products.,MW,01:05 pm-02:25 pm,Jean-Philip Lumb,MAASS 328
CHEM,493,Laboratory,Advanced Physical Chemistry Laboratory.,W,01:35 pm-05:25 pm,"Sam Sewall , Jean-Marc Gauthier",MAASS 121
CHEM,493,Laboratory,Advanced Physical Chemistry Laboratory.,M,01:35 pm-05:25 pm,"Sam Sewall , Jean-Marc Gauthier",MAASS 121
CHEM,493,Laboratory,Advanced Physical Chemistry Laboratory.,W,01:35 pm-05:25 pm,"Sam Sewall , Jean-Marc Gauthier",MAASS 121
CHEM,493,Laboratory,Advanced Physical Chemistry Laboratory.,R,01:35 pm-05:25 pm,"Sam Sewall , Jean-Marc Gauthier",MAASS 121
CHEM,502,Lecture,Advanced Bio-Organic Chemistry.,TR,08:35 am-09:55 am,"Christopher Thibodeaux , Nathan Luedtke",LEA 14
CHEM,505,Lecture,Computer Modeling of Molecules and Materials.,MW,11:35 am-12:55 pm,"Rustam Khaliullin , Nicolas Rene Francois Moitessier",P&P 113
CHEM,531,Lecture,Chemistry of Inorganic Materials.,MWF,08:35 am-09:25 am,Mark P Andrews,P&P 113
CHEM,531,Lecture,Chemistry of Inorganic Materials.,R,08:35 am-09:25 am,Mark P Andrews,P&P 113
CHEM,532,Lecture,Structural Organic Chemistry.,TR,04:05 pm-05:25 pm,James L Gleason,MAASS 328
CHEM,542,Lecture,Advanced Nucleic Acid Chemistry.,M,08:35 am-11:25 am,"Masad J Damha , Nathan Luedtke",WONG 1030
CHEM,542,Lecture,Advanced Nucleic Acid Chemistry.,W,08:35 am-11:25 am,"Masad J Damha , Nathan Luedtke",WONG 1030
CHEM,542,Final Exam,Advanced Nucleic Acid Chemistry.,M,02:05 pm-04:55 pm,"Masad J Damha , Nathan Luedtke",MAASS 217
CHEM,555,Lecture,Magnetic Resonance Spectroscopy.,TR,10:05 am-11:25 am,"Linda G Reven , Anthony Karl Mittermaier",P&P 113
CHEM,572,Lecture,Synthetic Organic Chemistry.,TR,10:05 am-11:25 am,Jean-Philip Lumb,MAASS 328
CHEM,574,Lecture,Introductory Polymer Chemistry.,TR,11:35 am-12:55 pm,Ashok K Kakkar,P&P 113
CHEM,585,Lecture,Colloid Chemistry.,MW,10:05 am-11:25 am,Theo Van de Ven,P&P 113
CHEM,612,Lecture,Organometallic Chemistry.,TR,08:35 am-09:55 am,Bruce A Arndtsen,P&P 113
CHEM,629,Lecture,Organic Synthesis.,TR,10:05 am-11:25 am,Jean-Philip Lumb,MAASS 328
CHEM,651,Seminar,Seminars in Chemistry 2.,TR,01:05 pm-02:25 pm,Yelena Simine,MAASS 10
CIVE,202,Lecture,Construction Materials.,WF,09:35 am-11:25 am,Andrew J. Boyd,MDHAR G-10
CIVE,202,Lecture,Construction Materials.,WF,09:35 am-11:25 am,Andrew J. Boyd,MDHAR G-10
CIVE,202,Lecture,Construction Materials.,R,09:35 am-11:25 am,Andrew J. Boyd,MDHAR G-10
CIVE,202,Laboratory,Construction Materials.,F,11:35 am-01:25 pm,TBA,ENGMD 177
CIVE,202,Laboratory,Construction Materials.,R,11:35 am-01:25 pm,TBA,ENGMD 177
CIVE,202,Tutorial,Construction Materials.,M,01:35 pm-02:25 pm,TBA,SADB 2/36
CIVE,202,Tutorial,Construction Materials.,W,01:35 pm-02:25 pm,TBA,SADB 2/36
CIVE,202,Laboratory,Construction Materials.,R,02:35 pm-04:25 pm,TBA,ENGMD 177
CIVE,203,Laboratory,Solid Mechanics Laboratory.,T,12:35 pm-02:25 pm,TBA,ENGMD 079
CIVE,205,Lecture,Statics.,TR,08:35 am-09:55 am,Matiyas Ayalew Dr Bezabeh,ENGMC 11
CIVE,205,Tutorial,Statics.,F,03:35 pm-05:25 pm,TBA,ENGMC 11
CIVE,205,Tutorial,Statics.,R,03:35 pm-05:25 pm,TBA,ENGMC 11
CIVE,206,Lecture,Dynamics.,TR,01:05 pm-02:25 pm,Susan J Gaskin,ENGMC 13
CIVE,206,Tutorial,Dynamics.,M,09:35 am-11:25 am,TBA,MDHAR G-10
